Comment,Toxicity,Type,target
"لابد من إبعادك عن الفيس بوك ، وجودك هناك مع توجهك السياسى يؤدى إلى تحيزك إلى الإرهاب والإرهابيين أمثالك",1,2,1
امشي يا كناسه بنغازي ح تموتي فيها ان شاءالله,1,2,1
"بس يا واطية عموما حتى لو شبه دولة فين دولتك اساسا، ؟ اللي هي لا دولة",1,2,1
بس يا اللي ريحتك وحشه  ابقي استحمي عشان محدش يتريق عليكي يا غراب البين,1,2,1
مو شحاذ زيك عشان ياخذ فله ي حوثيه تفو عليك وعلى من جابك,1,2,1
الذباب دة كان فى الخيمة اللى اتربيتى فيها عشان ريحتك هنا اسمة راي,1,2,1
اول شي  نظفي اسنانك مصدّيه من القات,1,2,1
هلا براعية الماعز ريحتك قرفت عمتك هلري واضح ريحة فمك خ اء,1,2,1
انت مخطأة فكل شيئ بإذن الله و الله على كل شيئ قدير ابتعدو عن الدين ايها السفلة لا تلصقو به نفاقكم و كفركم,1,2,1
الله يقرفش ياعفوى بليس ايش من ربيع عربي هذا الذي قدمتيه انتي ومن على شاكلتش قربان للغرب والامريكان الله يقطع روحك اليمن بسبب جاسوسيتك ضاعت,1,2,1
كسر حقك قليل من الحياء ي شويه بشر بدون حياء وعقل,1,2,1
ريحتك ريحة المعيز ده كان كلامها عنك فضحة ريحتك المعفنه,1,2,1
اشم ريحتك المعفنه مجرد ماشوفك تغردين,1,2,1
حبيبتي انتي اللي بعتي وطنك وانتي اللي هتتحاسبي قدام ربنا وقدام شعبك ده لو لسه فاضل فيهم باقي وانتي اللي ريحتك وحشه هي اللي قالت مش احنا,1,2,1
"السعوديه وقطر سدوا بينهم البين
راحت عليك غيري الموجه اشتغلي لك مع قناة وناسه اطلبي الله نصيحه قده لك خبره في الرقص داخل تركيا وفي الساحات",1,2,1
استحي على وجهك يا عديمة الحياء,1,2,1
انشاءالله يسحقوك زحاوك ويرموك للكلاب تأكلك بس الكلاب ماتطيقك ياعفنة,1,2,1
اعطيهم فوائد القات وكيف يخليك ترقصين تمام,1,2,1
تغيبي فترة  وتجي تويتر وانتي سع البقرة الهايجة تشتي مزرعة أثوار لتهدئتها  قاتلش الله ياملكة خيام الرايات الحمر  الديدان بتلعب بس قوي,1,2,1
"ياجماعة الستات دي عبارة عن كتلة هرمونات ماشية ع الأرض، فأنت مش بتتعامل مع شخص طبيعي أنت بتتعامل مع شوية هرمونات  هتعمل عقلك بعقل هرمونات",1,2,3
ادخلي المطبخ يا لقلقيه مالش بكلام الرجال يا الله قدامي,1,2,1
الهي تتمني النوم ما تلاقيه يا بومة الخراب,1,2,1
الارهابيه توكل دولار اخرس الله لسانك القذر وعقلك العفن,1,2,1
وراء كل امرأه رائحة سمك معفن,1,2,1
"والله وجهك وك،  سوا،  المفروض تدفني نفسك ،لكن  صدق إذا لم تستح فصنع ما شئت",1,2,1
مصدقة نفسها الزرية كلي زق بس,1,2,1
الله يدمرك انتي ي الخبلة انتي ماعليك شرهه ي المتشردة ي خائنة,1,2,1
لعنة الله عليك وعلى والديك ايها الحية الركضاء,1,2,1
ما يجوز لك تترحمين عليها يا بقرة الله يلعن من اعطاكي جائزة نوبل متخلفة,1,2,1
قولي والمصحف ياولية ده انتي اضطردتي زي الكلب الجربان من مصر ولسه بتشتمي فيهم,1,2,1
انتي موقعك في بلاعة مجاري وماحدش ماشي في الشارع يامعزة,1,2,1
تنمر ايه بس دا انت تستاهلي الحرق حية يا عرابة الخراب,1,2,1
تقول كلنتون فيك ريحتك ريحة ماعز يافاغره,1,2,1
رائحة فمها من القات والقذارة مجاري صرف صحي تركيه معفّنه مثل وجهك يا حاقدة,1,2,1
لعنة الله عليكي يالبوة خربتي البلاد والان تدوري بعد خاشقجك,1,2,1
البقرة بقرة ولو منحتها الصهيوعالمية نوبل,1,2,1
خليكى اهري لغاية لما هيجيلك جلطة من مصر يابنت داوود عيزرا    ابو تقل دم أمك,1,2,1
لعنة الله عليك وعلى أمثالك تجيبي لواحد الغثيان,1,2,1
يارب لك الحمدانتي بدون منشار انتي بالجزمة ع وجهك يا وجه الكلب,1,2,1
خنزيرة مريضة خربتي بلدك تولعي بجاز وسخ لاكن تجيبي اسم بلادي وقائد الامه كلها رئيسى علي لسانك القذر نقطعهولك ياشرموطة,1,2,1
يافصعه  انتي حقت سهرات  مو دين وسياسة,1,2,1
انت اوسخ مخلوق على وجه الأرض,1,2,1
جتك كسر حقك يا بعيده  للقذاره عنوان جتك القرف,1,2,1
خليك في الرقص وهز الوسط واتركي هذي المواضيع لأهلها يامدبره,1,2,1
انتي اول ذبابة ونعجة علقوعا الأمريكان من  ليتها اتفو ع الخونة,1,2,1
لو درت عنك لجين لبصقت في وجهك,1,2,1
ملعونةتعتاش على زباله في وجهها عليها من الله ماتستحق,1,2,1
يالخنزيرة لاتذكري المملكه والامارت الا وانتي على طهارة ومتوضيه وحذا فرد من ابناء المملكه او الامارات انظف من وجهك القبيح ووجه واتباعك الاخونج,1,2,1
اليوم هو اليوم المشؤوم التي جائت فيه هذه  البلوه  كل عام وانتي مسخ,1,2,1
صار الشعب الامريكي احباب الله ليت ابو لهب لحق عليك كان دفنك وانتي حيه,1,2,1
لعنة اللة علبكى ايتها العنزة ذات الريحة الكريهه كما وصفتك هيلارى كلبنتون,1,2,1
قد القحبة تشتي تكون إله تخلق أفلام ايري بقحريك,1,2,1
وانت مالك ياعميله بمصر والمصريين اسيادك خليك في خيبتك وشوفي بلدك افضل وتحيا مصر ام الدنيا,1,2,1
طول عمري بكره دكاتره الجامعه الستات,1,2,3
منك لله يانجيب ساويرس عملت للحشرة دي سعر  الحقد والكراهية اللي في قلوبكم من الجيش المصري والمصريين عموما هتموتكم  موتوا غيظا وكمدا,1,2,1
الله يلعن والديك يابنت القحبة انتي لستي يمنية اهتمي ببلدك الذي خربتيه  وهربتي تركيا الحين الناس تموت جوع,1,2,1
الله يعينهم على ريحتك  قلوبنا مع كل الحضور,1,2,1
قبح الله خاتمتك كقبح وجهك وسريرتك,1,2,1
والله محد حسب لك حساب لانك جزمة ويوما ما راح ندوس عليك دوس,1,2,1
واذا أتتك مذمتي من ناقصفهي الشهادة لي بأني فاضل  رحم الله الشيخ ابن باز وسود الله وجهك أو الصواب  زاد الله وجهك سوادا على سواد,1,2,1
كنت اعتقد بأن ريحتك عفنة  والان تأكدت بعد نشر ايميلات كلنتون,1,2,1
أعتذر من كل انثى أخبرتها أنها فاشلة وأن مكانها الطبيعي في المطبخ الحقيقة أنك فاشلة حتى في المطبخ,1,2,3
بس يا معزة يام ريحة وحشة,1,2,1
انسانة كريها اعوذبالله من وجهك الشيطاني ومن اسلوبك القذر ماشفت اوقح واوسخ من كذا,1,2,1
طيب اسئليه بدل ماتنزلينها هنا قدام العالم  بعض الحريم يبغالهم شنق,1,2,1
قد شفنا ثورتك في اليمن وكيف أصبحت  هذي الايام من بعد ثورتك الملعونة قبّح الله وجهك واللعنة على من يدعمك ويقف خلفك يامخرّبة الأوطان,1,2,1
ما تروحي ف داهيه هو انتي بعد ما دافعتي عن الدواعش وعبدالله ترتر ليكي عين اتفو,1,2,1
انتى ملة امك ايه مش مستحيه على وجهك انتى اسوء ما انجبت الدنيا,1,2,1
لعنه الله عليك يا عميله الاستعمار,1,2,1
المرأة في الاسلام لها كل الاحترام والتقدير  بس حاس انا انك غبية و ناقصة عقل لانك لم تفهمي معنى الحديث,1,2,1
بينشرك قرد خاين كما نشر خاشقجي,1,2,1
اليوم ذكرى خراب اليمن يابقرة ايش عليش انتي من مصر شوفي بلدك يابنت قطر,1,2,1
تنمر أجل ه أقول انقلعي ياعجوز قريح رائحتك نتنه عليك من الله ماتستحقين,1,2,1
تعرض اهل اليمن للاباده بسبب وجهك الاغبر نسأل الله أن يفضحك,1,2,1
ومين يقدر عليهم الحريم اذا ماخافوو من احدد ورااهم همج يبغالهم محاسبه,1,2,1
عزبت  امك اصلها جربي تروحي لو حابه يغتصبوكي يا تواكل العاهره,1,2,1
لمن يسأل عن العهر فهذه تمثل معناه بحذافيره  لحوم العلماء مسمومه  قبح الله وجهك المنتن العفن,1,2,1
والله م العقليه المتخلفه الا البنات عقليه انانيه خبيثه غيوره وغير عقلانيه ابداً هذي تقريباً اغلب عقليات البنات وانتي اولهم,1,2,1
اف طلعت ريحتك الله يقلعك يالمعفنه,1,2,1
مثل كفاحك في بيع وطنك للي يدفع اكثر  لعن وجهك يا صاحبه جائزه موزة للسلام,1,2,1
